Algoritma,Hesaplama_Suresi_ms,Ziyaret_Edilen_Dugum,Yol_Uzunlugu_m
Dijkstra,92.0299,8022,12.0983
Dijkstra,93.8692,7996,11.9983
Dijkstra,89.8655,7977,11.6811
Dijkstra,99.5677,7988,11.5811
Dijkstra,92.0356,8113,11.4811
Dijkstra,99.1705,8111,11.3811
Dijkstra,97.3941,8033,11.2397
Dijkstra,91.9084,8050,11.1397
Dijkstra,93.1072,8028,11.0397
Dijkstra,92.7224,8036,10.8983
Dijkstra,99.9950,8064,10.7983
Dijkstra,91.2543,7890,10.6983
Dijkstra,95.2154,7737,10.4983
Dijkstra,98.2561,7528,10.3983
Dijkstra,86.3229,7492,10.2983
Dijkstra,83.4395,7365,10.1983
Dijkstra,83.9612,7269,10.0983
Dijkstra,85.3928,7209,9.9983
Dijkstra,87.8083,7127,9.7569
Dijkstra,86.6928,7064,9.6569
Dijkstra,80.4972,7021,9.5569
Dijkstra,80.6766,6985,9.4569
Dijkstra,77.9459,6882,9.3569
Dijkstra,79.6986,6830,9.2569
Dijkstra,89.5219,6731,9.1569
Dijkstra,79.3663,6774,9.0983
Dijkstra,84.0705,6785,8.9569
Dijkstra,67.7674,6008,8.8569
Dijkstra,61.4895,5388,8.7154
Dijkstra,63.8195,5366,8.6154
Dijkstra,60.5335,5269,8.4740
Dijkstra,63.7056,5281,8.3740
Dijkstra,60.2701,5306,8.2326
Dijkstra,63.0058,5301,8.1326
Dijkstra,59.7579,5161,7.9912
Dijkstra,58.3743,5177,7.8912
Dijkstra,63.3159,5469,8.0326
Dijkstra,64.3994,5583,8.0740
Dijkstra,70.2183,5743,8.1154
Dijkstra,71.4219,5794,8.2870
Dijkstra,72.1030,5784,8.1870
Dijkstra,74.9410,6162,8.3042
Dijkstra,73.7586,6357,8.3456
Dijkstra,96.5121,6771,8.5284
Dijkstra,79.6242,7154,8.6698
Dijkstra,88.4647,7744,8.8113
Dijkstra,97.3432,8266,9.0941
Dijkstra,112.2804,8706,9.2355
Dijkstra,115.3708,9383,9.3770
Dijkstra,108.1606,9819,9.5184
Dijkstra,135.9064,10674,9.7184
Dijkstra,124.0579,10851,9.7698
Dijkstra,122.8553,10613,9.6698
Dijkstra,131.6208,11000,9.6698
Dijkstra,108.0784,8860,10.2770
Dijkstra,104.2575,8873,10.1770
Dijkstra,101.1256,8439,10.0355
Dijkstra,96.1269,8118,9.9355
Dijkstra,95.9695,8038,9.7355
Dijkstra,94.3035,8020,9.6355
Dijkstra,101.6013,7959,9.5355
Dijkstra,93.7101,7844,9.4355
Dijkstra,90.7626,7666,9.3355
Dijkstra,90.2204,7579,8.8770
Dijkstra,89.7783,7549,8.8770
Dijkstra,88.3906,7646,8.6770
Dijkstra,89.8205,7393,8.5355
Dijkstra,89.8793,7379,8.5355
